Sample01,Sample02,Sample03,Sample04,Sample05,Sample06,Sample07,Sample08,Sample09,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23
virD4,group_556,group_557,group_556,group_556,group_556,ndhB_2,mrpA,mrpA,ndhB_2,ndhB_2,queH,mrpA,ndhB_2,mrpA,group_557,ndhB_2,mrpA,mrpA,mrpA,group_2168,group_1410,group_1124
gppA,group_557,mrpA,group_557,group_557,group_557,mnhC1,ndhB_2,ndhB_2,mnhC1,mnhC1,proP_3,ndhB_2,mnhC1,ndhB_2,mrpA,mnhC1,ndhB_2,ndhB_2,ndhB_2,group_1122,virD4,group_3161
group_101,mrpA,ndhB_2,mrpA,mrpA,mrpA,virB9,mnhC1,mnhC1,virB9,virB9,group_921,mnhC1,virB9,mnhC1,ndhB_2,virB9,mnhC1,mnhC1,mnhC1,group_2169,gppA,group_1125
group_1411,ndhB_2,mnhC1,ndhB_2,ndhB_2,ndhB_2,group_560,virB9,virB9,group_560,group_560,group_1751,virB9,group_560,virB9,mnhC1,group_560,virB9,virB9,virB9,group_2170,group_2561,group_3162
group_565,mnhC1,virB9,mnhC1,mnhC1,mnhC1,group_1409,group_560,group_560,group_1409,group_1409,group_922,group_560,group_1409,group_560,virB9,group_1409,group_560,group_560,group_560,group_2171,group_2562,group_1126
group_1412,virB9,group_560,virB9,virB9,virB9,virB8,group_1409,group_1409,virB8,virB8,alaS,group_1409,virB8,group_1409,group_560,virB8,group_1409,group_1409,group_1409,group_2172,group_2563,group_3163
group_566,group_560,group_1409,group_560,group_560,group_560,group_562,virB8,virB8,group_562,group_562,truA,virB8,group_562,virB8,group_1409,group_562,virB8,virB8,virB8,group_2173,group_2564,group_3164
group_1413,group_1409,virB8,group_1409,group_1409,group_1409,group_563,group_562,group_562,group_563,group_563,rpoD,group_562,group_563,group_562,virB8,group_563,group_562,group_562,group_562,group_1123,group_2565,group_3165
cysQ_2,virB8,group_562,virB8,virB8,virB8,group_1410,group_563,group_563,group_1410,group_1410,dnaG,group_563,group_1410,group_563,group_562,group_1410,group_563,group_563,group_563,group_1124,group_566,group_3166
mutS,group_562,group_563,group_562,group_562,group_562,virD4,group_1410,group_1410,virD4,virD4,group_925,group_1410,virD4,group_1410,group_563,virD4,group_1410,group_1410,group_1410,group_2174,group_1413,group_1127
ywlF,group_563,group_1410,group_563,group_563,group_563,gppA,virD4,virD4,gppA,gppA,greA,virD4,gppA,virD4,group_1410,gppA,virD4,virD4,virD4,group_1125,cysQ_2,sucC
group_1415,group_1410,group_1859,group_1410,group_1410,group_1410,group_100,gppA,gppA,group_100,group_100,group_1754,gppA,group_100,gppA,virD4,group_100,gppA,gppA,gppA,group_2175,mutS,group_3167
group_568,group_1859,virD4,virD4,virD4,virD4,group_565,group_100,group_100,group_565,group_565,pntAA,group_100,group_565,group_100,gppA,group_565,group_100,group_101,group_100,group_1126,ywlF,group_3168
thyX,virD4,gppA,gppA,gppA,gppA,group_1412,group_565,group_565,group_1412,group_1412,lolA,group_565,group_1412,group_565,group_100,group_1412,group_565,group_100,group_565,group_2176,group_1415,group_3169
tolB,gppA,group_100,group_100,group_100,group_100,group_566,group_1412,group_1412,group_566,group_566,ruvB_2,group_1412,group_566,group_1412,group_565,group_566,group_1412,group_565,group_1412,group_2177,group_568,group_3170
rpoH,group_100,group_565,group_565,group_565,group_565,group_1413,group_566,group_566,group_1413,group_1413,ybaB,group_566,group_1413,group_566,group_1412,group_1413,group_566,group_1412,group_566,group_2178,thyX,group_1128
ctaG,group_565,group_1412,group_1412,group_1412,group_1412,cysQ_2,group_1413,group_1413,cysQ_2,cysQ_2,group_375,group_1413,cysQ_2,group_1413,group_566,cysQ_2,group_1413,group_566,group_1413,group_2179,tolB,group_3171
group_570,group_1412,group_566,group_566,group_566,group_566,mutS,cysQ_2,cysQ_2,mutS,mutS,group_1756,cysQ_2,mutS,cysQ_2,group_1413,mutS,cysQ_2,group_1413,cysQ_2,group_1127,rpoH,group_3172
mnmA,group_566,group_1413,group_1413,group_1413,group_1413,ywlF,mutS,mutS,ywlF,ywlF,group_929,mutS,ywlF,mutS,cysQ_2,ywlF,mutS,cysQ_2,mutS,sucC,ctaG,group_3173
yhdG,group_1413,cysQ_2,cysQ_2,cysQ_2,cysQ_2,group_1415,ywlF,ywlF,group_1415,group_1415,group_376,ywlF,group_1415,ywlF,mutS,group_1415,ywlF,mutS,ywlF,group_2180,group_570,group_1129
hisS,cysQ_2,mutS,mutS,mutS,mutS,group_568,group_1415,group_1415,group_568,group_568,group_1757,group_1415,group_568,group_1415,ywlF,group_568,group_1415,ywlF,group_1415,group_2181,mnmA,group_3174
ybiT_1,mutS,ywlF,ywlF,ywlF,ywlF,thyX,group_568,group_568,thyX,thyX,group_930,group_568,thyX,group_568,group_1415,thyX,group_568,group_1415,group_568,group_2182,yhdG,group_3427
ybiT_3,ywlF,group_1415,group_1415,group_1415,group_1415,tolB,thyX,thyX,tolB,tolB,group_931,thyX,tolB,thyX,group_568,tolB,thyX,group_568,thyX,group_2183,hisS,group_1130
group_233,group_1415,group_568,group_568,group_568,group_568,rpoH,tolB,tolB,rpoH,rpoH,glnQ,tolB,rpoH,tolB,thyX,rpoH,tolB,thyX,tolB,group_1128,ybiT,group_3175
group_572,group_568,thyX,thyX,thyX,thyX,ctaG,rpoH,rpoH,ctaG,ctaG,phnP,rpoH,ctaG,rpoH,tolB,ctaG,rpoH,tolB,rpoH,group_2184,group_572,arnC
group_573,thyX,tolB,tolB,tolB,tolB,group_570,ctaG,ctaG,group_570,group_570,group_932,ctaG,group_570,ctaG,rpoH,group_570,ctaG,rpoH,ctaG,group_2185,group_2567,group_1132
group_54,tolB,rpoH,rpoH,rpoH,rpoH,mnmA,group_570,group_570,mnmA,mnmA,dinJ,group_570,mnmA,group_570,ctaG,mnmA,group_570,ctaG,group_570,group_1129,group_54,group_3176
group_574,rpoH,ctaG,ctaG,ctaG,ctaG,yhdG,mnmA,mnmA,yhdG,yhdG,group_1761,mnmA,yhdG,mnmA,group_570,yhdG,mnmA,group_570,mnmA,group_2186,group_2568,group_3177
group_234,ctaG,group_570,group_570,group_570,group_570,hisS,yhdG,yhdG,hisS,hisS,group_933,yhdG,hisS,yhdG,mnmA,hisS,yhdG,mnmA,yhdG,group_3427,group_2569,group_1133
tolQ,group_570,mnmA,mnmA,mnmA,mnmA,ybiT_1,hisS,hisS,ybiT_1,ybiT_1,group_934,hisS,ybiT_1,hisS,yhdG,ybiT_1,hisS,yhdG,hisS,group_1130,group_2570,group_3178
exbD,mnmA,yhdG,yhdG,yhdG,yhdG,ybiT_2,ybiT_1,ybiT_1,ybiT_2,ybiT_2,group_1762,ybiT_1,ybiT_2,ybiT_1,hisS,ybiT_2,ybiT_1,hisS,ybiT_1,group_2187,tolQ,group_3179
group_1421,yhdG,hisS,hisS,hisS,hisS,ybiT_3,ybiT_2,ybiT_2,ybiT_3,ybiT_3,dapE,ybiT_2,ybiT_3,ybiT_2,ybiT_1,ybiT_3,ybiT_2,ybiT_1,ybiT_2,arnC,exbD,group_3180
group_235,hisS,ybiT_1,ybiT_1,ybiT_1,ybiT_1,group_233,ybiT_3,ybiT_3,group_233,group_233,group_78,ybiT_3,group_233,ybiT_3,ybiT_2,group_233,ybiT_3,ybiT_2,ybiT_3,group_1132,group_2571,group_1134
nanT_1,ybiT_1,ybiT_2,ybiT_2,ybiT_2,ybiT_2,group_573,group_233,group_233,group_573,group_573,group_377,group_233,group_573,group_233,ybiT_3,group_573,group_233,ybiT_3,group_233,group_2188,group_958,ykgO
prsE,ybiT_2,ybiT_3,ybiT_3,ybiT_3,ybiT_3,group_55,group_573,group_573,group_55,group_55,group_1764,group_573,group_55,group_573,group_233,group_55,group_573,group_233,group_573,group_2189,group_235,group_3181
prsD,ybiT_3,group_233,group_233,group_233,group_233,group_54,group_55,group_55,group_54,group_54,group_935,group_55,group_54,group_55,group_573,group_54,group_55,group_573,group_55,group_1133,nanT_1,group_3182
asd2,group_233,group_573,group_573,group_573,group_573,group_574,group_54,group_54,group_574,group_574,nhaA_1,group_54,group_574,group_54,group_55,group_574,group_54,group_55,group_54,group_2190,prsE,group_1135
group_1423,group_573,group_54,group_54,group_54,group_54,group_234,group_574,group_574,group_234,group_234,nhaA_2,group_574,group_234,group_574,group_54,group_234,group_574,group_54,group_574,group_2191,prsD,group_3183
group_1424,group_54,group_574,group_574,group_574,group_574,tolQ,group_234,group_234,tolQ,tolQ,group_379,group_234,tolQ,group_234,group_574,tolQ,group_234,group_574,group_234,group_2192,asd2,group_3184
hslV,group_574,group_234,group_234,group_234,group_234,exbD,tolQ,tolQ,exbD,exbD,lipB,tolQ,exbD,tolQ,group_234,exbD,tolQ,group_234,tolQ,group_2193,group_1423,group_3185
hslU,group_234,tolQ,tolQ,tolQ,tolQ,group_1421,exbD,exbD,group_1421,group_1421,amiD,exbD,group_1421,exbD,tolQ,group_1421,exbD,tolQ,exbD,group_1134,group_1424,group_3186
comM_1,tolQ,exbD,exbD,exbD,exbD,group_958,group_1421,group_1421,group_958,group_958,group_1766,group_1421,group_958,group_1421,exbD,group_958,group_1421,exbD,group_1421,group_2194,hslV,group_1136
group_237,exbD,group_1421,group_1421,group_1421,group_1421,group_235,group_958,group_958,group_235,group_235,rpmG,group_958,group_235,group_958,group_1421,group_235,group_958,group_1421,group_958,group_2195,hslU,group_3187
comM,group_1421,group_958,group_958,group_958,group_958,nanT_1,group_235,group_235,nanT_1,nanT_1,mutL,group_235,nanT_1,group_235,group_958,nanT_1,group_235,group_958,group_235,group_1135,group_2572,group_3188
group_1427,group_958,group_1861,group_1861,group_1861,group_1861,prsE,nanT_1,nanT_1,prsE,prsE,group_1767,nanT_1,prsE,nanT_1,group_235,prsE,nanT_1,group_235,nanT_1,group_2196,group_237,group_3189
group_239,group_1861,group_235,group_235,group_235,group_235,prsD,prsE,prsE,prsD,prsD,group_1768,prsE,prsD,prsE,nanT_1,prsD,prsE,nanT_1,prsE,group_2197,comM,group_1137
group_1428,group_235,nanT_1,nanT_1,nanT_1,nanT_1,asd2,prsD,prsD,asd2,asd2,bdhA,prsD,asd2,prsD,prsE,asd2,prsD,prsE,prsD,group_2198,group_2573,group_1138
group_579,nanT_1,prsE,prsE,prsE,prsE,group_1423,asd2,asd2,group_1423,group_1423,group_939,asd2,group_1423,asd2,prsD,group_1423,asd2,prsD,asd2,group_1136,group_239,group_3190
group_580,prsE,prsD,prsD,prsD,prsD,group_1424,group_1423,group_1423,group_1424,group_1424,group_983,group_1423,group_1424,group_1423,asd2,group_1424,group_1423,asd2,group_1423,group_2199,group_580,group_2203
lpxB,prsD,asd2,asd2,asd2,asd2,hslV,group_1424,group_1424,hslV,hslV,group_940,group_1424,hslV,group_1424,group_1423,hslV,group_1424,group_1423,group_1424,group_2200,lpxB,group_3191
group_1429,asd2,group_1423,group_1423,group_1423,group_1423,hslU,hslV,hslV,hslU,hslU,group_1769,hslV,hslU,hslV,group_1424,hslU,hslV,group_1424,hslV,group_2201,group_2574,group_3192
mltG,group_1423,group_1424,group_1424,group_1424,group_1424,comM_1,hslU,hslU,comM_1,comM_1,proP_4,hslU,comM_1,hslU,hslV,comM_1,hslU,hslV,hslU,group_1137,mltG,group_3193
cyaY,group_1424,hslV,hslV,hslV,hslV,group_237,comM_1,comM_1,group_237,group_237,hemF,comM_1,group_237,comM_1,hslU,group_237,comM_1,hslU,comM_1,group_1138,cyaY,group_3194
group_986,hslV,hslU,hslU,hslU,hslU,comM,group_237,group_237,comM,comM,group_942,group_237,comM,group_237,comM_1,comM,group_237,comM_1,group_237,group_2202,group_986,group_3195
group_1430,hslU,comM_1,comM_1,comM_1,comM_1,group_239,comM,comM,group_239,group_239,group_167,comM,group_239,comM,group_237,group_239,comM,group_237,comM,group_2203,group_2575,group_3196
group_102,comM_1,group_237,group_237,group_237,group_237,group_1428,group_239,group_239,group_1428,group_1428,group_1837,group_239,group_1428,group_239,comM,group_1428,group_239,comM,group_239,group_2204,group_2576,group_1139
group_103,group_237,comM,comM,comM,comM,group_579,group_1428,group_1428,group_579,group_579,group_381,group_1428,group_579,group_1428,group_239,group_579,group_1428,group_239,group_1428,group_2205,group_2577,group_3197
group_584,comM,group_1862,group_1862,group_1862,group_1862,group_580,group_579,group_579,group_580,group_580,hemH,group_579,group_580,group_579,group_1428,group_580,group_579,group_1428,group_579,group_2206,group_2578,group_1140
gltX1,group_1862,group_239,group_239,group_239,group_239,lpxB,group_580,group_580,lpxB,lpxB,hemE,group_580,lpxB,group_580,group_579,lpxB,group_580,group_579,group_580,group_2207,group_2579,group_3198
topA,group_239,group_1428,group_1428,group_1428,group_1428,group_1429,lpxB,lpxB,group_1429,group_1429,yqfL,lpxB,group_1429,lpxB,group_580,group_1429,lpxB,group_580,lpxB,group_2208,gltX1,group_1141
group_1432,group_1428,group_579,group_579,group_579,group_579,mltG,group_1429,group_1429,mltG,mltG,trxA,group_1429,mltG,group_1429,lpxB,mltG,group_1429,lpxB,group_1429,group_2209,topA,iscA
dprA,group_579,group_580,group_580,group_580,group_580,cyaY,mltG,mltG,cyaY,cyaY,btuD,mltG,cyaY,mltG,group_1429,cyaY,mltG,group_1429,mltG,group_1139,group_2580,group_3199
group_586,group_580,lpxB,lpxB,lpxB,lpxB,group_986,cyaY,cyaY,group_986,group_986,group_1263,cyaY,group_986,cyaY,mltG,group_986,cyaY,mltG,cyaY,group_2210,group_2581,group_1142
ahpC,lpxB,group_1429,group_1429,group_1429,group_1429,group_1430,group_986,group_986,group_1430,group_1430,pyrK,group_986,group_1430,group_986,cyaY,group_1430,group_986,cyaY,group_986,group_1140,group_2582,group_3200
qmcA,group_1429,mltG,mltG,mltG,mltG,group_102,group_1430,group_1430,group_102,group_102,group_393,group_1430,group_102,group_1430,group_986,group_102,group_1430,group_986,group_1430,group_2211,ahpC,group_3201
group_588,mltG,cyaY,cyaY,cyaY,cyaY,group_584,group_102,group_102,group_584,group_584,lpxA,group_102,group_584,group_102,group_1430,group_584,group_102,group_1430,group_102,group_1141,qmcA,group_1143
eptB,cyaY,group_986,group_986,group_986,group_986,gltX1,group_584,group_584,gltX1,gltX1,fabZ,group_584,gltX1,group_584,group_102,gltX1,group_584,group_102,group_584,iscA,group_588,group_1144
yrrK,group_986,group_1430,group_1430,group_1430,group_1430,topA,gltX1,gltX1,topA,topA,lpxD,gltX1,topA,gltX1,group_584,topA,gltX1,group_584,gltX1,group_2212,eptB,novR
group_106,group_1430,group_102,group_102,group_102,group_102,group_1432,topA,topA,group_1432,group_1432,group_1266,topA,group_1432,topA,gltX1,group_1432,topA,gltX1,topA,group_1142,group_2583,group_3202
rmlD,group_102,group_584,group_584,group_584,group_584,dprA,group_1432,group_1432,dprA,dprA,group_395,group_1432,dprA,group_1432,topA,dprA,group_1432,topA,group_1432,group_2213,group_2584,yfiH
capD,group_584,gltX1,gltX1,gltX1,gltX1,group_586,dprA,dprA,group_586,group_586,group_944,dprA,group_586,dprA,group_1432,group_586,dprA,group_1432,dprA,group_2214,group_106,group_3203
wbpI,gltX1,topA,topA,topA,topA,ahpC,group_586,group_586,ahpC,ahpC,dusB,group_586,ahpC,group_586,dprA,ahpC,group_586,dprA,group_586,group_2215,rmlD,group_275
group_1436,topA,group_1432,group_1432,group_1432,group_1432,qmcA,ahpC,ahpC,qmcA,qmcA,group_23,ahpC,qmcA,ahpC,group_586,qmcA,ahpC,group_586,ahpC,group_1143,capD,group_679
COQ3,group_1432,dprA,dprA,dprA,dprA,group_588,qmcA,qmcA,group_588,group_588,group_25,qmcA,group_588,qmcA,ahpC,group_588,qmcA,ahpC,qmcA,group_1144,wbpI,group_3204
group_1437,dprA,group_586,group_586,group_586,group_586,eptB,group_588,group_588,eptB,eptB,group_945,group_588,eptB,group_588,qmcA,eptB,group_588,qmcA,group_588,novR,group_1436,group_1147
arnC_1,group_586,ahpC,ahpC,ahpC,ahpC,yrrK,group_105,eptB,yrrK,yrrK,tsaE,eptB,yrrK,eptB,group_588,yrrK,eptB,group_588,eptB,yfiH,COQ3,group_3205
mdtA_1,ahpC,qmcA,qmcA,qmcA,qmcA,group_106,eptB,yrrK,group_106,group_106,group_398,yrrK,group_106,yrrK,eptB,group_106,yrrK,eptB,yrrK,puuA,arnC_1,rpsO
group_592,qmcA,group_588,group_588,group_588,group_588,rmlD,yrrK,group_106,rmlD,rmlD,cca,group_106,rmlD,group_106,yrrK,rmlD,group_106,yrrK,group_106,group_275,mdtA_1,group_3206
menH_1,group_588,eptB,eptB,eptB,eptB,capD,group_106,rmlD,capD,capD,group_42,rmlD,capD,rmlD,group_106,capD,rmlD,group_106,rmlD,group_679,group_592,group_3207
pglA,eptB,yrrK,yrrK,yrrK,yrrK,wbpI,rmlD,capD,wbpI,wbpI,group_17,capD,wbpI,capD,rmlD,wbpI,capD,rmlD,capD,group_2217,menH_1,group_3208
group_241,yrrK,group_106,group_106,group_106,group_106,group_1436,capD,wbpI,group_1436,group_1436,group_399,wbpI,group_1436,wbpI,capD,group_1436,wbpI,capD,wbpI,group_1147,pglA,group_3209
group_242,group_106,rmlD,rmlD,rmlD,rmlD,COQ3,wbpI,group_1436,COQ3,COQ3,group_1269,group_1436,COQ3,group_1436,wbpI,COQ3,group_1436,wbpI,group_1436,group_2218,group_242,group_1148
group_243,rmlD,capD,capD,capD,capD,group_1437,group_1436,COQ3,group_1437,group_1437,group_170,COQ3,group_1437,COQ3,group_1436,group_1437,COQ3,group_1436,COQ3,rpsO,rpsD,group_3210
rpsD,capD,wbpI,wbpI,wbpI,wbpI,arnC_1,COQ3,group_1437,arnC_1,arnC_1,group_947,group_1437,arnC_1,group_1437,COQ3,arnC_1,group_1437,COQ3,group_1437,group_2219,ctaB,group_3211
ctaB,wbpI,group_1436,group_1436,group_1436,group_1436,mdtA_1,group_1437,arnC_1,mdtA_1,mdtA_1,group_80,arnC_1,mdtA_1,arnC_1,group_1437,mdtA_1,arnC_1,group_1437,arnC_1,group_2220,group_2585,group_3212
splB,group_1436,COQ3,COQ3,COQ3,COQ3,group_592,arnC_1,mdtA_1,group_592,group_592,group_948,mdtA_1,group_592,mdtA_1,arnC_1,group_592,mdtA_1,arnC_1,mdtA_1,group_2221,group_107,nrdB
group_107,COQ3,group_1437,group_1437,group_1437,group_1437,menH_1,mdtA_1,group_592,menH_1,menH_1,atpF_1,group_592,menH_1,group_592,mdtA_1,menH_1,group_592,mdtA_1,group_592,group_2222,group_2586,group_2227
group_246,group_1437,arnC_1,arnC_1,arnC_1,arnC_1,pglA,group_592,menH_1,pglA,pglA,atpF_2,menH_1,pglA,menH_1,group_592,pglA,menH_1,group_592,menH_1,group_1148,group_593,group_3213
group_593,arnC_1,mdtA_1,mdtA_1,mdtA_1,mdtA_1,group_241,menH_1,pglA,group_241,group_241,atpH_1,pglA,group_241,pglA,menH_1,group_241,pglA,menH_1,pglA,group_2223,rimM,group_1149
rimM,mdtA_1,group_592,group_592,group_592,group_592,group_1790,pglA,group_241,group_1790,group_1790,atpB,group_241,group_1790,group_241,pglA,group_1790,group_241,pglA,group_241,group_2224,group_594,group_3214
group_594,group_592,menH_1,menH_1,menH_1,menH_1,group_242,group_241,group_1790,group_242,group_242,group_405,group_1790,group_242,group_1790,group_241,group_242,group_1790,group_241,group_1790,group_2225,xseB,group_3215
xseB,menH_1,pglA,pglA,pglA,pglA,group_243,group_1790,group_242,group_243,group_243,group_1271,group_242,group_243,group_242,group_1790,group_243,group_242,group_1790,group_242,group_2226,group_595,group_3216
group_247,pglA,group_241,group_241,group_241,group_241,rpsD,group_242,group_243,rpsD,rpsD,carD,group_243,rpsD,group_243,group_242,rpsD,group_243,group_242,group_243,nrdB,group_57,group_2232
group_595,group_241,group_242,group_242,group_242,group_242,ctaB,group_243,rpsD,ctaB,ctaB,group_1272,rpsD,ctaB,rpsD,group_243,ctaB,rpsD,group_243,rpsD,group_2227,group_2587,group_3217
group_57,group_242,group_243,group_243,group_243,group_243,splB,rpsD,ctaB,splB,splB,group_81,ctaB,splB,ctaB,rpsD,splB,ctaB,rpsD,ctaB,group_2228,group_248,ihfB
group_248,group_243,rpsD,rpsD,rpsD,rpsD,group_107,ctaB,splB,group_107,group_107,recF,splB,group_107,splB,ctaB,group_107,splB,ctaB,splB,group_1149,group_596,group_3218
group_596,rpsD,ctaB,ctaB,ctaB,ctaB,group_246,splB,group_107,group_246,group_246,group_407,group_107,group_246,group_107,splB,group_246,group_107,splB,group_107,group_2229,group_2588,rho
yidD,ctaB,splB,splB,splB,splB,group_593,group_107,group_246,group_593,group_593,group_408,group_246,group_593,group_246,group_107,group_593,group_246,group_107,group_246,group_2230,group_2589,group_1151
nqo2,splB,group_107,group_107,group_107,group_107,rimM,group_246,group_593,rimM,rimM,dhfR,group_593,rimM,group_593,group_246,rimM,group_593,group_246,group_593,group_2231,nqo2,group_3219
group_598,group_107,group_246,group_246,group_246,group_246,group_594,group_593,rimM,group_594,group_594,group_174,rimM,group_594,rimM,group_593,group_594,rimM,group_593,rimM,group_2232,nuoD,group_1152
nuoD,group_246,group_593,group_593,group_593,group_593,xseB,rimM,group_594,xseB,xseB,group_175,group_594,xseB,group_594,rimM,xseB,group_594,rimM,group_594,group_2233,ndhJ,group_3220
ndhJ,group_593,rimM,rimM,rimM,rimM,group_247,group_594,xseB,group_247,group_247,group_1274,xseB,group_247,xseB,group_594,group_247,xseB,group_594,xseB,ihfB,nuoB,infC
